member_id,name,constituency,email,website,office_type,office_title,office_address,office_city,office_province,office_postal_code,office_note,office_phone,office_fax,source,time_retrieved
63908,Bernard Généreux,,bernard.genereux@parl.gc.ca,http://www.bernardgenereux.ca/en,Constituency Office,Main office -  Montmagny,,Montmagny,Quebec,G5V 1J7,,418-248-1211,418-248-1244,https://www.ourcommons.ca/members/en/bernard-genereux(63908),1707851479772
63908,Bernard Généreux,,bernard.genereux@parl.gc.ca,http://www.bernardgenereux.ca/en,Constituency Office,Riviere-du-loup,,Riviere-du-loup,Quebec,G5R 3A9,,418-868-1280,418-868-1078,https://www.ourcommons.ca/members/en/bernard-genereux(63908),1707851479772
89226,Garnett Genuis,,garnett.genuis@parl.gc.ca,http://www.garnettgenuismp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-3611,613-995-3612,https://www.ourcommons.ca/members/en/garnett-genuis(89226),1707851479772
89226,Garnett Genuis,,garnett.genuis@parl.gc.ca,http://www.garnettgenuismp.ca,Constituency Office,Main office -  Sherwood Park,,Sherwood Park,Alberta,T8A 5V3,,780-467-4944,780-449-1471,https://www.ourcommons.ca/members/en/garnett-genuis(89226),1707851479772
88802,Mark Gerretsen,,mark.gerretsen@parl.gc.ca,http://markgerretsen.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-1955,613-996-1958,https://www.ourcommons.ca/members/en/mark-gerretsen(88802),1707851479772
88802,Mark Gerretsen,,mark.gerretsen@parl.gc.ca,http://markgerretsen.libparl.ca,Constituency Office,Main office -  Kingston,,Kingston,Ontario,K7L 1G7,,613-542-3243,613-542-5461,https://www.ourcommons.ca/members/en/mark-gerretsen(88802),1707851479772
88538,Marilène Gill,,marilene.gill@parl.gc.ca,http://marilenegill.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2363,613-996-7954,https://www.ourcommons.ca/members/en/marilene-gill(88538),1707851479772
88538,Marilène Gill,,marilene.gill@parl.gc.ca,http://marilenegill.quebec,Constituency Office,Main office -  Baie-Comeau,,Baie-Comeau,Quebec,G5C 1C8,,418-589-0573,581-508-0124,https://www.ourcommons.ca/members/en/marilene-gill(88538),1707851479772
88538,Marilène Gill,,marilene.gill@parl.gc.ca,http://marilenegill.quebec,Constituency Office,Sept-Îles,,Sept-Îles,Quebec,G4R 4N8,,418-960-1411,418-960-1400,https://www.ourcommons.ca/members/en/marilene-gill(88538),1707851479772
88938,Marilyn Gladu,,marilyn.gladu@parl.gc.ca,http://www.mpmarilyngladu.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-957-2649,613-957-2655,https://www.ourcommons.ca/members/en/marilyn-gladu(88938),1707851479772
88938,Marilyn Gladu,,marilyn.gladu@parl.gc.ca,http://www.mpmarilyngladu.ca,Constituency Office,Main office -  Sarnia,,Sarnia,Ontario,N7S 6G5,,519-383-6600,519-383-0609,https://www.ourcommons.ca/members/en/marilyn-gladu(88938),1707851479772
89407,Joël Godin,,joel.godin@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2798,613-995-1637,https://www.ourcommons.ca/members/en/joel-godin(89407),1707851479772
89407,Joël Godin,,joel.godin@parl.gc.ca,,Constituency Office,Main office -  Saint-Augustin-de-Desmaures,,Saint-Augustin-de-Desmaures,Quebec,G3A 1G8,,418-870-1571,418-870-1577,https://www.ourcommons.ca/members/en/joel-godin(89407),1707851479772
110918,Laila Goodridge,,laila.goodridge@parl.gc.ca,http://lailagoodridgemp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1154,613-992-4603,https://www.ourcommons.ca/members/en/laila-goodridge(110918),1707851479772
110918,Laila Goodridge,,laila.goodridge@parl.gc.ca,http://lailagoodridgemp.ca,Constituency Office,Main office -  Fort McMurray,,Fort McMurray,Alberta,T9H 5C2,,780-743-2201,780-743-2287,https://www.ourcommons.ca/members/en/laila-goodridge(110918),1707851479772
88715,The Honourable Karina Gould,,karina.gould@parl.gc.ca,http://karinagould.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0881,613-995-1091,https://www.ourcommons.ca/members/en/karina-gould(88715),1707851479772
88715,The Honourable Karina Gould,,karina.gould@parl.gc.ca,http://karinagould.libparl.ca,Constituency Office,Main office -  Burlington,,Burlington,Ontario,L7R 3N2,,905-639-5757,905-639-6031,https://www.ourcommons.ca/members/en/karina-gould(88715),1707851479772
35397,Jacques Gourde,,jacques.gourde@parl.gc.ca,http://services.jacquesgourde.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2639,613-992-1018,https://www.ourcommons.ca/members/en/jacques-gourde(35397),1707851479772
35397,Jacques Gourde,,jacques.gourde@parl.gc.ca,http://services.jacquesgourde.ca,Constituency Office,Main office -  Lévis,,Lévis,Quebec,G6J 1B7,,418-836-0970,418-836-6177,https://www.ourcommons.ca/members/en/jacques-gourde(35397),1707851479772
105802,Tracy Gray,,Tracy.Gray@parl.gc.ca,http://www.tracygraymp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-7006,613-992-7636,https://www.ourcommons.ca/members/en/tracy-gray(105802),1707851479772
105802,Tracy Gray,,Tracy.Gray@parl.gc.ca,http://www.tracygraymp.ca,Constituency Office,Main office -  Kelowna,,Kelowna,British Columbia,V1Y 2E6,,250-470-5075,250-470-5077,https://www.ourcommons.ca/members/en/tracy-gray(105802),1707851479772
93023,Matthew Green,,Matthew.Green@parl.gc.ca,http://matthewgreen.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-1757,613-992-8356,https://www.ourcommons.ca/members/en/matthew-green(93023),1707851479772
93023,Matthew Green,,Matthew.Green@parl.gc.ca,http://matthewgreen.ndp.ca,Constituency Office,Main office -  Hamilton,,Hamilton,Ontario,L8M 1J7,,905-526-0770,905-526-9943,https://www.ourcommons.ca/members/en/matthew-green(93023),1707851479772
14171,The Honourable Steven Guilbeault,,Steven.Guilbeault@parl.gc.ca,http://stevenguilbeault.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6779,613-995-8461,https://www.ourcommons.ca/members/en/steven-guilbeault(14171),1707851479772
14171,The Honourable Steven Guilbeault,,Steven.Guilbeault@parl.gc.ca,http://stevenguilbeault.libparl.ca/?lang=en,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H2L 4L8,,514-522-1339,514-522-9899,https://www.ourcommons.ca/members/en/steven-guilbeault(14171),1707851479772
88984,The Honourable Patty Hajdu,,patty.hajdu@parl.gc.ca,http://pattyhajdu.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4792,613-996-9785,https://www.ourcommons.ca/members/en/patty-hajdu(88984),1707851479772
88984,The Honourable Patty Hajdu,,patty.hajdu@parl.gc.ca,http://pattyhajdu.libparl.ca,Constituency Office,Main office -  Thunder Bay,,Thunder Bay,Ontario,P7B 1J3,,807-766-2090,807-766-2094,https://www.ourcommons.ca/members/en/patty-hajdu(88984),1707851479772
105630,Jasraj Singh Hallan,,JasrajSingh.Hallan@parl.gc.ca,http://jasrajmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-947-4566,613-947-4569,https://www.ourcommons.ca/members/en/jasraj-singh-hallan(105630),1707851479772
105630,Jasraj Singh Hallan,,JasrajSingh.Hallan@parl.gc.ca,http://jasrajmp.ca,Constituency Office,Main office -  Calgary,,Calgary,Alberta,T2A 6R1,,403-207-3030,403-207-3035,https://www.ourcommons.ca/members/en/jasraj-singh-hallan(105630),1707851479772
111109,Brendan Hanley,,brendan.hanley@parl.gc.ca,http://brendanhanley.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9368,613-995-0945,https://www.ourcommons.ca/members/en/brendan-hanley(111109),1707851479772
111109,Brendan Hanley,,brendan.hanley@parl.gc.ca,http://brendanhanley.libparl.ca,Constituency Office,Main office -  Whitehorse,,Whitehorse,Yukon,Y1A 2M9,,867-668-6565,867-668-6570,https://www.ourcommons.ca/members/en/brendan-hanley(111109),1707851479772
89274,Ken Hardie,,ken.hardie@parl.gc.ca,http://kenhardie.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2205,613-995-7139,https://www.ourcommons.ca/members/en/ken-hardie(89274),1707851479772
89274,Ken Hardie,,ken.hardie@parl.gc.ca,http://kenhardie.libparl.ca,Constituency Office,Main office -  Surrey,,Surrey,British Columbia,V4N 0V9,,604-501-5900,604-501-5901,https://www.ourcommons.ca/members/en/ken-hardie(89274),1707851479772
110446,Lisa Hepfner,,lisa.hepfner@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9389,613-992-7802,https://www.ourcommons.ca/members/en/lisa-hepfner(110446),1707851479772
110446,Lisa Hepfner,,lisa.hepfner@parl.gc.ca,,Constituency Office,Main office -  Hamilton,,Hamilton,Ontario,L8W 1E7,,905-574-3331,905-574-4980,https://www.ourcommons.ca/members/en/lisa-hepfner(110446),1707851479772
59148,Randy Hoback,,randy.hoback@parl.gc.ca,http://www.mprandyhoback.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-3295,613-995-6819,https://www.ourcommons.ca/members/en/randy-hoback(59148),1707851479772
59148,Randy Hoback,,randy.hoback@parl.gc.ca,http://www.mprandyhoback.ca,Constituency Office,Main office -  Prince Albert,,Prince Albert,Saskatchewan,S6V 1G2,,306-953-8622,306-953-8625,https://www.ourcommons.ca/members/en/randy-hoback(59148),1707851479772
59148,Randy Hoback,,randy.hoback@parl.gc.ca,http://www.mprandyhoback.ca,Constituency Office,Nipawin,,Nipawin,Saskatchewan,S0E 1E0,,,,https://www.ourcommons.ca/members/en/randy-hoback(59148),1707851479772
25508,The Honourable Mark Holland,,mark.holland@parl.gc.ca,http://markholland.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8042,613-996-1289,https://www.ourcommons.ca/members/en/mark-holland(25508),1707851479772
25508,The Honourable Mark Holland,,mark.holland@parl.gc.ca,http://markholland.libparl.ca,Constituency Office,Main office -  Ajax,,Ajax,Ontario,L1T 2Z9,,905-426-6808,905-426-9564,https://www.ourcommons.ca/members/en/mark-holland(25508),1707851479772
88558,Anthony Housefather,,anthony.housefather@parl.gc.ca,http://anthonyhousefather.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0121,613-992-6762,https://www.ourcommons.ca/members/en/anthony-housefather(88558),1707851479772
88558,Anthony Housefather,,anthony.housefather@parl.gc.ca,http://anthonyhousefather.libparl.ca,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H3W 1H2,,514-283-0171,514-283-2407,https://www.ourcommons.ca/members/en/anthony-housefather(88558),1707851479772
31289,Carol Hughes,,carol.hughes@parl.gc.ca,http://carolhughes.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5376,613-995-6661,https://www.ourcommons.ca/members/en/carol-hughes(31289),1707851479772
31289,Carol Hughes,,carol.hughes@parl.gc.ca,http://carolhughes.ndp.ca,Constituency Office,Main office -  Elliot Lake,,Elliot Lake,Ontario,P5A 1N7,,705-848-8080,705-848-1818,https://www.ourcommons.ca/members/en/carol-hughes(31289),1707851479772
31289,Carol Hughes,,carol.hughes@parl.gc.ca,http://carolhughes.ndp.ca,Constituency Office,Kapuskasing,,Kapuskasing,Ontario,P5N 1W3,,705-335-5533,705-335-2137,https://www.ourcommons.ca/members/en/carol-hughes(31289),1707851479772
89020,The Honourable Ahmed Hussen,,ahmed.hussen@parl.gc.ca,http://ahmedhussen.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-0777,613-992-2949,https://www.ourcommons.ca/members/en/ahmed-hussen(89020),1707851479772
89020,The Honourable Ahmed Hussen,,ahmed.hussen@parl.gc.ca,http://ahmedhussen.libparl.ca,Constituency Office,Main office -  York,,York,Ontario,M9N 3B3,,416-656-2526,416-656-9908,https://www.ourcommons.ca/members/en/ahmed-hussen(89020),1707851479772
88292,The Honourable Gudie Hutchings,,gudie.hutchings@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5511,613-996-9632,https://www.ourcommons.ca/members/en/gudie-hutchings(88292),1707851479772
88292,The Honourable Gudie Hutchings,,gudie.hutchings@parl.gc.ca,,Constituency Office,Main office -  Corner Brook,,Corner Brook,Newfoundland and Labrador,A2H 2X1,,709-637-4540,709-637-4537,https://www.ourcommons.ca/members/en/gudie-hutchings(88292),1707851479772
88292,The Honourable Gudie Hutchings,,gudie.hutchings@parl.gc.ca,,Constituency Office,Stephenville,,Stephenville,Newfoundland and Labrador,A2N 1H9,,709-643-4189,,https://www.ourcommons.ca/members/en/gudie-hutchings(88292),1707851479772
88292,The Honourable Gudie Hutchings,,gudie.hutchings@parl.gc.ca,,Constituency Office,St Anthony,,St Anthony,Newfoundland and Labrador,A0K 4S0,,709-454-3253,,https://www.ourcommons.ca/members/en/gudie-hutchings(88292),1707851479772
71337,Angelo Iacono,,angelo.iacono@parl.gc.ca,http://angeloiacono.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0611,613-992-8556,https://www.ourcommons.ca/members/en/angelo-iacono(71337),1707851479772
71337,Angelo Iacono,,angelo.iacono@parl.gc.ca,http://angeloiacono.libparl.ca/?lang=en,Constituency Office,Main office -  Laval,,Laval,Quebec,H7E 4W4,,450-661-4117,450-661-5623,https://www.ourcommons.ca/members/en/angelo-iacono(71337),1707851479772
111116,Lori Idlout,,lori.idlout@parl.gc.ca,http://loriidlout.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2848,613-996-9764,https://www.ourcommons.ca/members/en/lori-idlout(111116),1707851479772
111116,Lori Idlout,,lori.idlout@parl.gc.ca,http://loriidlout.ndp.ca,Constituency Office,Main office -  Iqaluit,,Iqaluit,Nunavut,X0A 0H0,,867-979-4193,,https://www.ourcommons.ca/members/en/lori-idlout(111116),1707851479772
107097,The Honourable Marci Ien,,marci.ien@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1377,613-992-1383,https://www.ourcommons.ca/members/en/marci-ien(107097),1707851479772
107097,The Honourable Marci Ien,,marci.ien@parl.gc.ca,,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M5A 3A2,,416-972-9749,416-972-9891,https://www.ourcommons.ca/members/en/marci-ien(107097),1707851479772
105229,The Honourable Helena Jaczek,,Helena.Jaczek@parl.gc.ca,http://helenajaczek.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3640,613-992-3642,https://www.ourcommons.ca/members/en/helena-jaczek(105229),1707851479772
105229,The Honourable Helena Jaczek,,Helena.Jaczek@parl.gc.ca,http://helenajaczek.libparl.ca,Constituency Office,Main office -  Markham,,Markham,Ontario,L3P 1Y2,,905-471-8963,905-471-7653,https://www.ourcommons.ca/members/en/helena-jaczek(105229),1707851479772
89167,Matt Jeneroux,,matt.jeneroux@parl.gc.ca,http://mattjeneroux.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3594,613-992-3616,https://www.ourcommons.ca/members/en/matt-jeneroux(89167),1707851479772
89167,Matt Jeneroux,,matt.jeneroux@parl.gc.ca,http://mattjeneroux.ca,Constituency Office,Main office -  Edmonton,,Edmonton,Alberta,T6R 0G4,,780-495-4351,780-495-4485,https://www.ourcommons.ca/members/en/matt-jeneroux(89167),1707851479772
89263,Gord Johns,,gord.johns@parl.gc.ca,http://gordjohns.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0903,613-992-0913,https://www.ourcommons.ca/members/en/gord-johns(89263),1707851479772
89263,Gord Johns,,gord.johns@parl.gc.ca,http://gordjohns.ndp.ca,Constituency Office,Main office -  Parksville,,Parksville,British Columbia,V9P 1R5,,250-947-2140,250-947-2144,https://www.ourcommons.ca/members/en/gord-johns(89263),1707851479772
88384,The Honourable Mélanie Joly,,melanie.joly@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0983,613-992-1932,https://www.ourcommons.ca/members/en/melanie-joly(88384),1707851479772
88384,The Honourable Mélanie Joly,,melanie.joly@parl.gc.ca,,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H2N 2C9,,514-383-3709,514-383-3589,https://www.ourcommons.ca/members/en/melanie-joly(88384),1707851479772
13218,Yvonne Jones,,yvonne.jones@parl.gc.ca,http://yvonnejones.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4630,613-996-7132,https://www.ourcommons.ca/members/en/yvonne-jones(13218),1707851479772
13218,Yvonne Jones,,yvonne.jones@parl.gc.ca,http://yvonnejones.libparl.ca,Constituency Office,Main office -  Happy Valley-Goose Bay,,Happy Valley-Goose Bay,Newfoundland and Labrador,A0P 1E0,,709-896-2483,709-896-9425,https://www.ourcommons.ca/members/en/yvonne-jones(13218),1707851479772
13218,Yvonne Jones,,yvonne.jones@parl.gc.ca,http://yvonnejones.libparl.ca,Constituency Office,L'Anse au Loup,,L'Anse au Loup,Newfoundland and Labrador,A0K 3L0,,709-927-5210,709-927-5830,https://www.ourcommons.ca/members/en/yvonne-jones(13218),1707851479772
13218,Yvonne Jones,,yvonne.jones@parl.gc.ca,http://yvonnejones.libparl.ca,Constituency Office,Labrador City,,Labrador City,Newfoundland and Labrador,A2V 2Y3,,709-944-2146,709-944-7260,https://www.ourcommons.ca/members/en/yvonne-jones(13218),1707851479772
88929,Majid Jowhari,,majid.jowhari@parl.gc.ca,http://majidjowhari.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-3802,613-996-1954,https://www.ourcommons.ca/members/en/majid-jowhari(88929),1707851479772
88929,Majid Jowhari,,majid.jowhari@parl.gc.ca,http://majidjowhari.libparl.ca,Constituency Office,Main office -  Richmond Hill,,Richmond Hill,Ontario,L4B 1J3,,905-707-9701,905-707-9705,https://www.ourcommons.ca/members/en/majid-jowhari(88929),1707851479772
